SN,Total_Feedback_Given,Total_Configured,Questions,Weightage_1,Weightage_2,Weightage_3,Weightage_4,Weightage_5,Average/_Percentage,Course_Name,Basic_Course,Weighted_Average,Average_Percentage,Derived_Sentiment,Synthetic_Feedback,TextBlob_Sentiment,VADER_Sentiment
17,1,21,Teachers encourage you to participate in extracurricular activities.,0,0,0,1,0,,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,1,21,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,0,0,1,,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,5.0,100.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,1,21,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,0,1,0,,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,1,21,The overall quality of the teaching-learning process in your institute is very good.,0,0,0,1,0,,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,3,24,How much of the syllabus was covered in the class?,0,0,2,0,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.6666666666666665,73.33333333333333,Neutral,The course was average and could be improved.,Negative,Positive
2,3,24,How well did the teachers prepare for the classes?,0,0,1,2,0,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,3,24,How well were the teachers able to communicate?,0,0,0,2,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,4.333333333333333,86.66666666666666,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,3,24,The teachers approach to teaching can best be described as,1,0,1,0,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
5,3,24,Fairness of the internal evaluation process by the teachers.,0,1,0,1,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,3,24,Was your performance in assignments discussed with you?,0,1,1,0,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.3333333333333335,66.66666666666667,Neutral,The course was average and could be improved.,Negative,Positive
7,3,24,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,2,0,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.6666666666666665,73.33333333333333,Neutral,The course was average and could be improved.,Negative,Positive
8,3,24,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",1,0,0,2,0,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,60.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,3,24,The institution provides multiple opportunities to learn and grow.,1,0,1,0,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
10,3,24,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",1,0,0,1,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.3333333333333335,66.66666666666667,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,3,24,Your mentor does a necessary follow-up with an assigned task to you.,1,0,0,2,0,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,60.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,3,24,The teachers illustrate the concepts through examples and applications.,0,2,0,0,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,60.0,Negative,The course was poorly delivered and difficult to understand.,Negative,Negative
13,3,24,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,0,1,0,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
14,3,24,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,0,1,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,3,24,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,0,1,0,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
16,3,24,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,0,0,1,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.3333333333333335,66.66666666666667,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,3,24,Teachers encourage you to participate in extracurricular activities.,1,0,1,0,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
18,3,24,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,0,1,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,3,24,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,1,0,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.3333333333333335,66.66666666666667,Neutral,The course was average and could be improved.,Negative,Positive
20,3,24,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,1,1,,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,14,44,How much of the syllabus was covered in the class?,0,1,3,7,3,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.857142857142857,77.14285714285715,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,14,44,How well did the teachers prepare for the classes?,1,1,3,7,2,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.5714285714285716,71.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,14,44,How well were the teachers able to communicate?,1,3,2,5,3,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.4285714285714284,68.57142857142857,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,14,44,The teachers approach to teaching can best be described as,1,4,4,3,2,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.0714285714285716,61.42857142857143,Neutral,The course was average and could be improved.,Negative,Positive
5,14,44,Fairness of the internal evaluation process by the teachers.,0,0,4,5,5,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,4.071428571428571,81.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,14,44,Was your performance in assignments discussed with you?,1,2,4,4,3,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.4285714285714284,68.57142857142857,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,14,44,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,3,4,2,4,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.357142857142857,67.14285714285715,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,14,44,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,5,5,3,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.7142857142857144,74.28571428571429,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,14,44,The institution provides multiple opportunities to learn and grow.,0,1,4,7,2,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.7142857142857144,74.28571428571429,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,14,44,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,3,4,4,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.642857142857143,72.85714285714285,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,14,44,Your mentor does a necessary follow-up with an assigned task to you.,1,1,2,7,3,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.7142857142857144,74.28571428571429,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,14,44,The teachers illustrate the concepts through examples and applications.,1,3,1,4,5,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.642857142857143,72.85714285714285,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,14,44,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,4,3,1,4,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.0714285714285716,61.42857142857143,Negative,The course was poorly delivered and difficult to understand.,Negative,Negative
14,14,44,Teachers are able to identify your weaknesses and help you to overcome them.,2,3,1,5,3,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.2857142857142856,65.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,14,44,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,2,3,5,4,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.7857142857142856,75.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,14,44,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,2,1,5,5,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.7857142857142856,75.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,14,44,Teachers encourage you to participate in extracurricular activities.,0,3,4,4,3,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.5,70.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,14,44,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,2,5,3,4,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.642857142857143,72.85714285714285,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,14,44,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,4,5,3,2,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.2142857142857144,64.28571428571429,Neutral,The course was average and could be improved.,Negative,Positive
20,14,44,The overall quality of the teaching-learning process in your institute is very good.,1,2,4,5,2,,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.357142857142857,67.14285714285715,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,7,20,How much of the syllabus was covered in the class?,0,0,1,1,5,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.571428571428571,91.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,7,20,How well did the teachers prepare for the classes?,0,0,0,5,2,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.285714285714286,85.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,7,20,How well were the teachers able to communicate?,0,0,0,2,5,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.714285714285714,94.28571428571428,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,7,20,The teachers approach to teaching can best be described as,0,0,1,3,3,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.285714285714286,85.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
5,7,20,Fairness of the internal evaluation process by the teachers.,0,0,0,1,6,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.857142857142857,97.14285714285712,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,7,20,Was your performance in assignments discussed with you?,0,0,0,3,4,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.571428571428571,91.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,7,20,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,2,3,2,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,7,20,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,0,6,1,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.142857142857143,82.85714285714286,Positive,The course was very good and the teaching was effective.,Positive,Positive
9,7,20,The institution provides multiple opportunities to learn and grow.,0,0,4,3,0,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,3.4285714285714284,68.57142857142857,Neutral,The course was average and could be improved.,Negative,Positive
10,7,20,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,5,1,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,7,20,Your mentor does a necessary follow-up with an assigned task to you.,0,0,1,2,4,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.428571428571429,88.57142857142858,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,7,20,The teachers illustrate the concepts through examples and applications.,0,0,1,1,5,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.571428571428571,91.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,7,20,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,2,1,1,3,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,3.7142857142857144,74.28571428571429,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,7,20,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,2,3,2,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,7,20,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,1,3,3,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.285714285714286,85.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,7,20,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,0,4,3,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.428571428571429,88.57142857142858,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,7,20,Teachers encourage you to participate in extracurricular activities.,1,1,0,3,2,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,3.5714285714285716,71.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,7,20,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,0,6,1,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.142857142857143,82.85714285714286,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,7,20,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,0,3,4,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.571428571428571,91.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,7,20,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,5,1,,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,3,14,How much of the syllabus was covered in the class?,0,0,1,2,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,3,14,How well did the teachers prepare for the classes?,0,0,1,2,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,3,14,How well were the teachers able to communicate?,0,0,3,0,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
4,3,14,The teachers approach to teaching can best be described as,0,1,2,0,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,2.6666666666666665,53.333333333333336,Neutral,The course was average and could be improved.,Negative,Positive
5,3,14,Fairness of the internal evaluation process by the teachers.,0,0,0,3,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,3,14,Was your performance in assignments discussed with you?,0,0,0,3,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,3,14,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,1,1,0,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,2.0,40.0,Negative,The course was poorly delivered and difficult to understand.,Negative,Negative
8,3,14,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,2,1,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.3333333333333335,66.66666666666667,Neutral,The course was average and could be improved.,Negative,Positive
9,3,14,The institution provides multiple opportunities to learn and grow.,0,0,2,1,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.3333333333333335,66.66666666666667,Neutral,The course was average and could be improved.,Negative,Positive
10,3,14,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,0,3,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,3,14,Your mentor does a necessary follow-up with an assigned task to you.,0,0,1,2,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,3,14,The teachers illustrate the concepts through examples and applications.,0,0,1,2,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,3,14,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,3,0,0,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,2.0,40.0,Negative,The course was poorly delivered and difficult to understand.,Negative,Negative
14,3,14,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,1,1,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
15,3,14,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,2,1,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.3333333333333335,66.66666666666667,Neutral,The course was average and could be improved.,Negative,Positive
16,3,14,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,2,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,3,14,Teachers encourage you to participate in extracurricular activities.,0,0,1,2,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.6666666666666665,73.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,3,14,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,1,1,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
19,3,14,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,0,2,1,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,4.333333333333333,86.66666666666666,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,3,14,The overall quality of the teaching-learning process in your institute is very good.,0,0,2,1,0,,MSC DATA SCIENCE - 3,MSC DATA SCIENCE,3.3333333333333335,66.66666666666667,Neutral,The course was average and could be improved.,Negative,Positive
1,6,20,How much of the syllabus was covered in the class?,0,0,1,0,5,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.666666666666667,93.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,6,20,How well did the teachers prepare for the classes?,0,0,0,3,3,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.5,90.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,6,20,How well were the teachers able to communicate?,0,1,1,0,4,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.166666666666667,83.33333333333334,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,6,20,The teachers approach to teaching can best be described as,0,0,2,1,3,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.166666666666667,83.33333333333334,Positive,The course was very good and the teaching was effective.,Positive,Positive
5,6,20,Fairness of the internal evaluation process by the teachers.,0,0,1,1,4,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.5,90.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,6,20,Was your performance in assignments discussed with you?,0,1,0,3,2,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,6,20,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,0,2,1,2,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,3.5,70.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,6,20,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",2,1,0,1,2,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,3.0,60.0,Neutral,The course was average and could be improved.,Negative,Positive
9,6,20,The institution provides multiple opportunities to learn and grow.,0,0,1,3,2,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.166666666666667,83.33333333333334,Positive,The course was very good and the teaching was effective.,Positive,Positive
10,6,20,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,0,3,3,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.5,90.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,6,20,Your mentor does a necessary follow-up with an assigned task to you.,1,0,1,3,1,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,3.5,70.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
12,6,20,The teachers illustrate the concepts through examples and applications.,0,0,0,3,3,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.5,90.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
13,6,20,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,0,2,4,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.666666666666667,93.33333333333333,Positive,The course was very good and the teaching was effective.,Positive,Positive
14,6,20,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,2,1,3,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.166666666666667,83.33333333333334,Positive,The course was very good and the teaching was effective.,Positive,Positive
15,6,20,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,2,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.333333333333333,86.66666666666666,Positive,The course was very good and the teaching was effective.,Positive,Positive
16,6,20,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,3,2,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.166666666666667,83.33333333333334,Positive,The course was very good and the teaching was effective.,Positive,Positive
17,6,20,Teachers encourage you to participate in extracurricular activities.,0,0,0,4,2,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.333333333333333,86.66666666666666,Positive,The course was very good and the teaching was effective.,Positive,Positive
18,6,20,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,1,4,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.5,90.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
19,6,20,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,0,3,3,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.5,90.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
20,6,20,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,2,3,,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.333333333333333,86.66666666666666,Positive,The course was very good and the teaching was effective.,Positive,Positive
1,14,24,How much of the syllabus was covered in the class?,1,3,4,3,3,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.2857142857142856,65.71428571428571,Positive,The course was very good and the teaching was effective.,Positive,Positive
2,14,24,How well did the teachers prepare for the classes?,0,2,3,6,3,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.7142857142857144,74.28571428571429,Positive,The course was very good and the teaching was effective.,Positive,Positive
3,14,24,How well were the teachers able to communicate?,0,1,2,7,4,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,4.0,80.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
4,14,24,The teachers approach to teaching can best be described as,0,3,4,4,3,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.5,70.0,Positive,The course was very good and the teaching was effective.,Positive,Positive
5,14,24,Fairness of the internal evaluation process by the teachers.,0,0,3,6,5,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,4.142857142857143,82.85714285714286,Positive,The course was very good and the teaching was effective.,Positive,Positive
6,14,24,Was your performance in assignments discussed with you?,1,0,5,5,3,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.642857142857143,72.85714285714285,Positive,The course was very good and the teaching was effective.,Positive,Positive
7,14,24,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,2,4,4,4,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.7142857142857144,74.28571428571429,Positive,The course was very good and the teaching was effective.,Positive,Positive
8,14,24,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,7,5,1,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.4285714285714284,68.57142857142857,Neutral,The course was average and could be improved.,Negative,Positive
9,14,24,The institution provides multiple opportunities to learn and grow.,0,1,8,2,3,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.5,70.0,Neutral,The course was average and could be improved.,Negative,Positive
10,14,24,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,4,3,4,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.5714285714285716,71.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
11,14,24,Your mentor does a necessary follow-up with an assigned task to you.,0,0,4,5,5,,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,4.071428571428571,81.42857142857143,Positive,The course was very good and the teaching was effective.,Positive,Positive
